,titles,author,pages,genres,pub_date,publisher,google_ratings,total_google_ratings,maturity,price,ebook,index,id,book_id,books_count,original_publication_year,original_title,short_title,language_code,goodbook_rating,ratings_count,work_ratings_count,work_text_reviews_count,main_tag,secondary_tag,minor_tag
9802,"Wizard and Glass (The Dark Tower, #4)",Stephen King,928,Fiction,2016-05-03,Simon and Schuster,5.0,1,NOT_MATURE,,False,805,806,5096,11,1997.0,Wizard and Glass,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,120708,4070,fantasy,stephen-king,fiction
9803,"Wizard at Large (Magic Kingdom of Landover, #3)",Terry Brooks,320,Fiction,2009-01-21,Del Rey,4.0,7,NOT_MATURE,7.99,True,9102,9103,15561,51,1987.0,Wizard at Large ,"Wizard at Large (Magic Kingdom of Landover, #3)",,3.81,12580,13687,157,fantasy,fiction,sci-fi-fantasy
9804,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,848,Fiction,2010-09-14,RosettaBooks,4.0,264,NOT_MATURE,8.99,True,480,481,43889,90,1994.0,Wizard's First Rule,"Wizard's First Rule (Sword of Truth, #1)",eng,4.13,175771,188159,5485,fantasy,fiction,epic-fantasy
9805,"Woken Furies (Takeshi Kovacs, #3)",Richard K. Morgan,480,Fiction,2007,"Random House Digital, Inc.",3.5,33,NOT_MATURE,,False,6251,6252,29397,32,2005.0,Woken Furies,"Woken Furies (Takeshi Kovacs, #3)",eng,4.1,14540,16420,456,science-fiction,sci-fi,cyberpunk
9806,"Wolf Brother (Chronicles of Ancient Darkness, #1)",Michelle Paver,320,Juvenile Fiction,2006-02-21,Harper Collins,4.0,40,NOT_MATURE,,False,6307,6308,295305,66,2004.0,Wolf Brother,"Wolf Brother (Chronicles of Ancient Darkness, #1)",en-US,4.15,15673,18078,1255,adventure,historical-fiction,fiction
9807,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,100,Drama,2016-05-16,"Dramatists Play Service, Inc.",4.0,326,NOT_MATURE,,False,815,816,6101138,2,2009.0,Wolf Hall,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,118705,12827,historical-fiction,fiction,historical
9808,Wolf in White Van,John Darnielle,224,Fiction,2014-09-16,"Farrar, Straus and Giroux",3.5,21,NOT_MATURE,9.99,True,6053,6054,20575425,30,2014.0,Wolf in White Van,Wolf in White Van,eng,3.72,14618,16180,2354,fiction,contemporary,science-fiction
9809,"Wolf-Speaker (Immortals, #2)",Tamora Pierce,368,Young Adult Fiction,2009-12-08,Simon and Schuster,4.0,15,NOT_MATURE,9.99,True,3647,3648,24094,34,1993.0,"Wolf-Speaker (Immortals, #2)","Wolf-Speaker (Immortals, #2)",eng,4.21,37448,40639,705,fantasy,young-adult,fiction
9810,Wolfsbane (Nightshade #2; Nightshade World #5),Andrea Cremer,432,Young Adult Fiction,2011-07-26,Penguin,4.0,55,NOT_MATURE,9.99,True,2950,2951,7263429,40,2011.0,,Wolfsbane (Nightshade #2; Nightshade World #5),eng,4.12,41067,42770,2205,young-adult,werewolves,paranormal
9811,Wolverine: Origin,Paul Jenkins,200,Comics & Graphic Novels,2009-03-18,Marvel Entertainment,,,NOT_MATURE,10.99,True,7783,7784,22469,34,2001.0,Wolverine: Origin,Wolverine: Origin,eng,3.96,10790,12786,330,comics,graphic-novels,graphic-novel
9812,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,,,2014-12,,4.0,138,NOT_MATURE,,False,935,936,4978,105,2003.0,Wolves of the Calla,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,98182,109648,2874,horror,fantasy,science-fiction
9813,Women,Charles Bukowski,304,Fiction,2009-10-13,Harper Collins,3.5,24,NOT_MATURE,11.99,True,1959,1960,38500,117,1978.0,Women,Women,eng,3.89,41866,46203,2040,fiction,bukowski,classics
9814,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,Robin Norwood,334,Family & Relationships,2008-04-08,Simon and Schuster,4.5,11,NOT_MATURE,,False,8864,8865,239509,60,1985.0,Women Who Love Too Much,Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change,en-US,3.98,7903,9299,299,self-help,non-fiction,psychology
9815,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,537,Archetype (Psychology),2008,Random House,4.0,28,NOT_MATURE,,False,4394,4395,241823,91,1992.0,Women Who Run With the Wolves,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,eng,4.15,21127,24120,1682,non-fiction,feminism,psychology
9816,"Women in Love (Brangwen Family, #2)",D.H. Lawrence,566,Drama,2014-10-01,Trajectory Inc,2.0,20,NOT_MATURE,3.99,True,4358,4359,9784,415,1920.0,Women in Love,"Women in Love (Brangwen Family, #2)",eng,3.66,22372,25011,821,classics,fiction,literature
9817,Women of the Silk,Gail Tsukiyama,288,Fiction,2011-04-01,Macmillan,4.0,15,NOT_MATURE,9.99,True,7457,7458,51114,15,1991.0,Women of the Silk,Women of the Silk,en-US,3.94,12769,13177,951,historical-fiction,fiction,china
9818,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,931,Health & Fitness,2010,Bantam,4.0,14,NOT_MATURE,,False,8822,8823,131830,40,1994.0,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing","Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",,4.32,9867,10692,308,health,self-help,non-fiction
9819,"Women, Food and God: An Unexpected Path to Almost Everything",Geneen Roth,222,"Body, Mind & Spirit",2011-09-29,Simon and Schuster,3.0,45,NOT_MATURE,,False,9245,9246,6758423,30,2009.0,,"Women, Food and God: An Unexpected Path to Almost Everything",en-US,3.62,10201,11420,1483,spiritual,self-improvement,non-fiction
9820,Wonder,R.J. Palacio,416,Juvenile Fiction,2012-02-14,Knopf Books for Young Readers,4.5,3449,NOT_MATURE,9.99,True,249,250,11387515,124,2012.0,Wonder,Wonder,eng,4.43,228538,377791,43021,young-adult,fiction,realistic-fiction
9821,Wonder Boys,Michael Chabon,372,Fiction,2011-12-20,Open Road Media,3.5,39,NOT_MATURE,17.99,True,3424,3425,16707,50,1995.0,Wonder Boys,Wonder Boys,ger,3.93,24365,29212,1664,fiction,contemporary,novels
9822,"Wonder Woman, Volume 1: Blood",Brian Azzarello,,Comics & Graphic Novels,2013-01-15,DC,4.0,7,NOT_MATURE,14.99,True,7071,7072,13227319,15,2012.0,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood",eng,3.87,15698,16945,921,comics,graphic-novels,graphic-novel
9823,Wonderful Tonight,Pattie Boyd,336,Biography & Autobiography,2008-05-27,Crown Archetype,3.5,32,NOT_MATURE,14.99,True,9435,9436,764063,21,2007.0,Wonderful Tonight: An Autobiography,Wonderful Tonight,en-US,3.65,8254,9450,942,music,non-fiction,biography
9824,Wonderstruck,Brian Selznick,637,Juvenile Fiction,2011,Scholastic Inc.,5.0,1,NOT_MATURE,,False,2564,2565,10128428,26,2011.0,Wonderstruck,Wonderstruck,eng,4.16,42530,43731,5619,historical-fiction,fiction,young-adult
9825,"Wondrous Strange (Wondrous Strange, #1)",Lesley Livingston,336,Young Adult Fiction,2012-05-08,Harper Collins,3.5,56,NOT_MATURE,,False,8230,8231,3064985,30,2009.0,Wondrous Strange,"Wondrous Strange (Wondrous Strange, #1)",eng,3.69,17738,19591,1446,fantasy,young-adult,faeries
9826,"Wool (Wool, #1)",Hugh Howey,508,Fiction,2013-03-12,Simon and Schuster,4.0,207,NOT_MATURE,,False,1627,1628,12287209,12,2011.0,Wool,"Wool (Wool, #1)",eng,4.12,59191,59744,3651,science-fiction,sci-fi,fiction
9827,"Wool Omnibus (Silo, #1)",Hugh Howey,508,Fiction,2013-03-12,Simon and Schuster,4.0,207,NOT_MATURE,,False,741,742,13453029,116,2012.0,Wool Omnibus,"Wool Omnibus (Silo, #1)",eng,4.24,81982,121842,11803,dystopia,post-apocalyptic,science-fiction
9828,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,1088,Fiction,2014-03-04,Macmillan,4.5,47,NOT_MATURE,,False,861,862,17332218,34,2014.0,Words of Radiance,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,108176,7261,fantasy,fiction,epic-fantasy
9829,"World After (Penryn & the End of Days, #2)",Susan Ee,1104,Fiction,2015-10-22,Hachette UK,,,NOT_MATURE,,False,2007,2008,12983100,36,2013.0,World After,"World After (Penryn & the End of Days, #2)",eng,4.22,33994,69103,7048,,,
9830,World War Z: An Oral History of the Zombie War,Max Brooks,342,Fiction,2013,Broadway Books,3.5,3762,NOT_MATURE,,False,238,239,8908,137,2006.0,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,en-US,4.01,312969,345149,22412,horror,fiction,zombies
9831,"World Without End (The Kingsbridge Series, #2)",Ken Follett,1056,Fiction,2007-10-09,Penguin,3.5,1924,NOT_MATURE,10.99,True,641,642,5064,2,2007.0,World Without End,"World Without End (The Kingsbridge Series, #2)",eng,4.23,128715,145292,9392,historical-fiction,fiction,historical
9832,Worlds' End (The Sandman #8),Neil Gaiman,,Comics & Graphic Novels,1995-07-01,Vertigo,,,NOT_MATURE,19.99,True,3395,3396,25103,30,1995.0,The Sandman: Worlds' End,Worlds' End (The Sandman #8),eng,4.48,32362,35957,779,graphic-novels,comics,fantasy
9833,"Worst Case (Michael Bennett, #3)",James Patterson,356,Fiction,2010-04-01,"Little, Brown",3.5,40,NOT_MATURE,,False,6236,6237,6455256,49,2010.0,Worst Case,"Worst Case (Michael Bennett, #3)",eng,4.0,16461,19142,1187,james-patterson,mystery,fiction
9834,"Worth Dying For (Jack Reacher, #15)",Lee Child,544,Fiction,2011-04,Dell Publishing Company,3.5,132,NOT_MATURE,,False,1837,1838,8357992,66,2010.0,Worth Dying For,"Worth Dying For (Jack Reacher, #15)",eng,4.2,47296,56320,2627,lee-child,jack-reacher,thriller
9835,"Worth the Fight (MMA Fighter, #1)",Vi Keeland,372,Fiction,2013-09-30,Createspace Independent Pub,4.0,7,NOT_MATURE,,False,9268,9269,18080889,19,2013.0,Worth the Fight,"Worth the Fight (MMA Fighter, #1)",eng,4.06,20451,20571,1436,romance,fighters,fighter
9836,Wreck This Journal,Keri Smith,224,Language Arts & Disciplines,2012-08-07,Penguin Books,4.0,29,NOT_MATURE,,False,8521,8522,428862,35,2007.0,Wreck This Journal,Wreck This Journal,,4.19,10012,12794,797,non-fiction,art,owned-books
9837,Wreckage,Emily Bleeker,304,Fiction,2015-03-01,Lake Union Press,,,NOT_MATURE,,False,2716,2717,23745132,1,2015.0,,Wreckage,en-GB,3.66,25533,33818,2745,fiction,mystery,read-in-2015
9838,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,224,Self-Help,2016-02-02,Shambhala Publications,4.0,37,NOT_MATURE,,False,5495,5496,44905,34,1986.0,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng,4.17,18477,20838,1416,writing,non-fiction,on-writing
9839,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,864,Fiction,2014-06-10,Delacorte Press,4.0,48,NOT_MATURE,9.99,True,1722,1723,11710373,39,2014.0,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663,62767,5617,historical-fiction,romance,fiction
9840,"Written in Red (The Others, #1)",Anne Bishop,512,Fiction,2013-03-05,Penguin,4.0,60,NOT_MATURE,2.99,True,4717,4718,15711341,27,2013.0,Written in Red,"Written in Red (The Others, #1)",eng,4.29,29502,33990,4294,paranormal,vampires,series
9841,Written on the Body,Jeanette Winterson,192,Fiction,2013-04-17,Vintage,3.5,26,NOT_MATURE,11.99,True,5023,5024,15054,37,1992.0,Written on the Body,Written on the Body,en-US,4.08,18203,19735,1377,fiction,lgbt,queer
9842,"Wrong (Wrong, #1)",Jana Aston,,Fiction,2015-10-07,"Lulu Press, Inc",,,NOT_MATURE,,False,6896,6897,26224667,11,2015.0,Wrong,"Wrong (Wrong, #1)",eng,3.94,14596,21374,2184,romance,new-adult,contemporary-romance
9843,"Wrong Bed, Right Guy (Come Undone, #1)",Katee Robert,249,Fiction,2012-07-20,Entangled: Brazen,5.0,3,NOT_MATURE,2.99,True,9034,9035,15762975,12,2012.0,"Wrong Bed, Right Guy","Wrong Bed, Right Guy (Come Undone, #1)",eng,3.77,17710,18475,962,romance,contemporary-romance,contemporary
9844,Wuthering Heights,Emily Brontë,384,Fiction,1995-03-09,Oxford Paperbacks,,,NOT_MATURE,3.99,True,62,63,6185,2498,1847.0,Wuthering Heights,Wuthering Heights,eng,3.82,899195,1001135,26157,classics,fiction,classic
9845,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,176,Fiction,2011-09-30,Random House,,,MATURE,14.09,True,1767,1768,34504,103,1988.0,Wyrd Sisters,"Wyrd Sisters (Discworld, #6; Witches #2)",eng,4.11,60472,69520,2031,fantasy,discworld,humor
9846,"X (Kinsey Millhone, #24)",Sue Grafton,512,Fiction,2016-08-02,Penguin,3.5,40,NOT_MATURE,,False,5308,5309,24940998,28,2015.0,X,"X (Kinsey Millhone, #24)",eng,3.88,13353,20251,2674,mystery,fiction,sue-grafton
9847,X-Men: The Dark Phoenix Saga,Chris Claremont,352,Comics & Graphic Novels,2010-08-11,Marvel Entertainment,,,NOT_MATURE,16.99,True,8158,8159,103111,26,1983.0,,X-Men: The Dark Phoenix Saga,eng,4.26,11113,12235,384,comics,graphic-novels,graphic-novel
9848,"Xenocide (Ender's Saga, #3)",Orson Scott Card,416,Fiction,2009-11-30,Tor Books,3.5,160,NOT_MATURE,8.99,True,837,838,8648,79,1991.0,Xenocide,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,115183,3217,science-fiction,sci-fi,fiction
9849,Y: The Last Man - The Deluxe Edition Book One,Brian K. Vaughan,320,Comics & Graphic Novels,2015-09-29,Vertigo,,,NOT_MATURE,,False,9036,9037,3710603,11,2008.0,Y: The Last Man - The Deluxe Edition Book One,Y: The Last Man - The Deluxe Edition Book One,eng,4.36,10368,11304,566,graphic-novels,comics,graphic-novel
9850,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",Brian K. Vaughan,,Comics & Graphic Novels,2008-07-01,Vertigo,,,NOT_MATURE,14.99,True,5365,5366,2202230,14,2008.0,Y: The Last Man Vol. 10: Whys And Wherefores,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)",eng,4.34,19916,20175,1038,graphic-novels,comics,graphic-novel
9851,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,126,Comics & Graphic Novels,2003-01-02,DC,4.0,57,NOT_MATURE,14.99,True,1198,1199,156534,19,2003.0,"Y: The Last Man, Vol. 1: Unmanned","Y: The Last Man, Vol. 1: Unmanned",eng,4.12,81326,82315,2434,graphic-novels,comics,graphic-novel
9852,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",Brian K. Vaughan,,Comics & Graphic Novels,2003-09-01,Vertigo,,,NOT_MATURE,14.99,True,3671,3672,332631,19,2003.0,Y: The Last Man Vol. 2: Cycles,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",eng,4.23,30504,31168,764,graphic-novels,cómics,science-fiction
9853,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",Brian K. Vaughan,,Comics & Graphic Novels,2004-04-01,DC,3.0,1,NOT_MATURE,14.99,True,4573,4574,156530,16,2004.0,Y: The Last Man Vol. 3: One Small Step,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",eng,4.22,24954,25290,550,graphic-novels,graphic-novel,cómics
9854,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",Brian K. Vaughan,,Comics & Graphic Novels,2004-12-01,Vertigo,,,NOT_MATURE,14.99,True,5172,5173,184040,14,2004.0,Y: The Last Man Vol. 4: Safeword,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",eng,4.25,22207,22487,511,graphic-novels,graphic-novel,comics
9855,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",Brian K. Vaughan,,Comics & Graphic Novels,2005-08-01,DC,3.0,1,NOT_MATURE,14.99,True,4506,4507,156533,14,2004.0,Y: The Last Man Vol. 5: Ring of Truth,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",eng,4.27,24606,24850,418,graphic-novels,comics,graphic-novel
9856,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",Brian K. Vaughan,125,Comics & Graphic Novels,2005-11-23,DC,,,MATURE,14.99,True,5585,5586,156529,13,2005.0,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,21255,402,graphic-novels,comics,graphic-novel
9857,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",Brian K. Vaughan,,Comics & Graphic Novels,2006-05-01,DC,,,NOT_MATURE,14.99,True,5180,5181,79426,13,2006.0,Y: The Last Man Vol. 7: Paper Dolls,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",eng,4.25,22220,22484,330,graphic-novels,comics,graphic-novel
9858,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",Brian K. Vaughan,143,Comics & Graphic Novels,2006-11-22,DC,,,MATURE,14.99,True,4493,4494,79422,14,2006.0,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",eng,4.22,23842,24131,330,graphic-novels,comics,graphic-novel
9859,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",Brian K. Vaughan,147,Comics & Graphic Novels,2007-05-02,Vertigo,,,NOT_MATURE,14.99,True,5330,5331,156532,13,2007.0,Y: The Last Man Vol. 9: Motherland,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",eng,4.27,20511,20718,365,graphic-novels,comics,graphic-novel
9860,Ya Yas in Bloom,Rebecca Wells,272,Fiction,2009-03-17,Harper Collins,3.0,12,NOT_MATURE,9.99,True,9662,9663,137792,34,2005.0,Ya-Yas in Bloom,Ya Yas in Bloom,,3.6,10200,11369,522,fiction,chick-lit,southern
9861,Year of Wonders,Geraldine Brooks,352,Fiction,2002-04-30,Penguin,4.0,189,NOT_MATURE,13.99,True,900,901,4965,20,2001.0,Year of Wonders: A Novel of the Plague,Year of Wonders,eng,4.0,104283,108029,8124,historical-fiction,fiction,england
9862,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,336,Biography & Autobiography,2015-11-10,Simon and Schuster,4.0,19,NOT_MATURE,11.99,True,4600,4601,25690958,24,2015.0,,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",eng,4.05,25816,29603,3643,non-fiction,memoir,audiobooks
9863,Yellow Crocus,Laila Ibrahim,248,Fiction,2014-08-19,Lake Union Press,,,NOT_MATURE,,False,2347,2348,22319275,16,2010.0,,Yellow Crocus,en-US,4.24,20554,39910,3915,,,
9864,Yertle the Turtle and Other Stories,Dr. Seuss,96,Juvenile Fiction,2013-10-22,RH Childrens Books,,,NOT_MATURE,10.99,True,5445,5446,420404,23,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,4.13,24972,26496,480,childrens,picture-books,children-s-books
9865,Yes Please,Amy Poehler,432,Humor,2018-10-30,Dey Street Books,3.5,3407,NOT_MATURE,,False,351,352,20910157,29,2014.0,Yes Please,Yes Please,eng,3.81,251082,274223,20301,non-fiction,memoir,humor
9866,"Yes, Chef",Marcus Samuelsson,319,Biography & Autobiography,2012,Random House Incorporated,3.5,1114,NOT_MATURE,,False,7556,7557,13069213,14,2012.0,,"Yes, Chef",eng,3.8,12230,13404,1960,non-fiction,memoir,food
9867,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",Kiyohiko Azuma,224,Comics & Graphic Novels,2012-11-20,Yen Press LLC,5.0,2,NOT_MATURE,,False,8414,8415,511240,16,2003.0,????! 1,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",eng,4.34,12754,13443,618,mangá,graphic-novels,humor
9868,"You (You, #1)",Caroline Kepnes,424,Fiction,2014-09-25,,4.0,47,NOT_MATURE,,False,2812,2813,20821614,45,2014.0,You,"You (You, #1)",eng,3.83,36383,43868,7892,thriller,fiction,contemporary
9869,You Against Me,Jenny Downham,416,Juvenile Fiction,2011-09-13,Penguin Group,3.0,44,NOT_MATURE,,False,8329,8330,8720917,40,2010.0,You Against Me,You Against Me,eng,3.7,15118,16478,1397,young-adult,romance,contemporary
9870,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,303,Humor,2012,Avery,4.0,23,NOT_MATURE,,False,4146,4147,11709037,24,2011.0,?You Are Not So Smart?,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",en-US,3.85,20583,22226,1402,non-fiction,psychology,science
9871,"You Are Special (Wemmicksville, #1)",Max Lucado,48,Religion,2011-06,Crossway,4.5,97,NOT_MATURE,,False,2624,2625,56728,26,1997.0,You Are Special: A Story for Everyone,"You Are Special (Wemmicksville, #1)",eng,4.45,41052,42349,1036,picture-books,childrens,children-s-books
9872,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,256,Self-Help,2013-04-23,Running Press Adult,4.0,1237,NOT_MATURE,9.99,True,6070,6071,15843166,26,2013.0,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,,4.04,28346,30862,2647,self-improvement,audiobooks,audio
9873,You Belong To Me,Mary Higgins Clark,384,Fiction,2012-09-04,Simon and Schuster,3.0,6,NOT_MATURE,,False,5796,5797,43342,79,1998.0,You Belong to Me,You Belong To Me,en-US,3.85,19131,20017,445,mystery,mary-higgins-clark,fiction
9874,You Can Heal Your Life,Louise L. Hay,346,Health & Fitness,2009-12,ReadHowYouWant.com,4.5,39,NOT_MATURE,,False,1864,1865,129603,93,1984.0,You Can Heal Your Life,You Can Heal Your Life,eng,4.14,44445,48122,1252,self-help,non-fiction,spirituality
9875,You Can Win: A Step by Step Tool for Top Achievers,Shiv Khera,308,Self-Help,2014-01-10,A&C Black,4.5,2,NOT_MATURE,18.36,True,6569,6570,714711,25,1998.0,You Can Win,You Can Win: A Step by Step Tool for Top Achievers,,3.83,10752,11844,389,self-help,non-fiction,inspirational
9876,You Don't Have to Say You Love Me,Sarra Manning,554,Chick lit,2011,Random House,4.0,11,NOT_MATURE,,False,9422,9423,8471815,14,2011.0,,You Don't Have to Say You Love Me,eng,3.97,12898,13937,1154,romance,chick-lit,contemporary
9877,You Had Me At Hello,Mhairi McFarlane,464,Fiction,2012-11-08,HarperCollins UK,3.5,6,NOT_MATURE,,False,6675,6676,15733851,36,2012.0,You Had Me At Hello,You Had Me At Hello,,3.79,12687,15836,1441,chick-lit,romance,contemporary
